Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Prediction_Class,Prediction_Probability,Risk_Score,Alert_Triggered
172.16.0.1-192.168.10.50-62538-80-6,172.16.0.1,62538,192.168.10.50,80,6,7/7/2017 4:03,81233672,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,143.4996069,0.147721994,7384879.273,20800000,69000000,3,81100000,11600000,25700000,69000000,3,137847,45949,74515.71969,131933,190,0,0,0,0,172,92,0.098481329,0.049240665,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,5003,0,5003,5003,40500000,40300000,69000000,12100000,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-50592-80-6,172.16.0.1,50592,192.168.10.50,80,6,7/7/2017 3:57,34052,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,341624.5742,264.3016563,4256.5,11504.85899,32726,2,874,437,432.7493501,743,131,33913,6782.6,14507.79199,32726,2,0,0,0,0,72,132,88.1005521,176.2011042,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-19400-80-6,192.168.10.50,80,172.16.0.1,19400,6,7/7/2017 4:00,5732208,1,6,6,36,6,6,6,0,6,6,6,0,7.327019536,1.221169923,955368,2323389.798,5697907,1,0,0,0,0,0,5701971,1140394.2,2547727.415,5697907,1,0,0,0,0,20,120,0.174452846,1.046717077,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,34301,0,34301,34301,5697907,0,5697907,5697907,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-54937-80-6,172.16.0.1,54937,192.168.10.50,80,6,7/7/2017 3:58,931926,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12482.75078,9.657419151,116490.75,329194.7061,931206,2,567,283.5,334.4615075,520,47,931867,186373.4,416374.1445,931206,2,0,0,0,0,72,132,3.219139717,6.438279434,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-31722-80-6,172.16.0.1,31722,192.168.10.50,80,6,7/7/2017 4:09,668061,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,17413.08054,13.47182368,83507.625,235680.5718,666787,18,920,460,453.9625535,781,139,668013,133602.6,298059.3941,666787,18,0,0,0,0,72,132,4.490607894,8.981215787,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-55057-80-6,172.16.0.1,55057,192.168.10.50,80,6,7/7/2017 3:58,711907,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,16332.18946,11.23742287,101701,262642.6767,697202,104,14290,7145,9941.921343,14175,115,711803,177950.75,346231.7029,697202,114,0,0,0,0,72,112,4.214033575,7.023389291,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9901,Critical,YES
192.168.10.1-192.168.10.3-53-62048-17,192.168.10.3,62048,192.168.10.1,53,17,7/7/2017 4:31,23217,1,1,47,63,47,47,47,0,63,63,63,0,4737.907568,86.14377396,23217,0,23217,23217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43.07188698,43.07188698,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47,63,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-63468-80-6,172.16.0.1,63468,192.168.10.50,80,6,7/7/2017 4:03,80880910,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,144.1254803,0.16073014,6740075.833,22600000,78500000,1,80800000,11500000,29500000,78500000,1,121208,30302,47668.51347,100430,160,0,0,0,0,172,112,0.098910855,0.061819285,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2241971,0,2241971,2241971,78500000,0,78500000,78500000,DDoS,0.7297,Medium,NO
192.168.10.3-192.168.10.15-53-51726-17,192.168.10.15,51726,192.168.10.3,53,17,7/7/2017 5:00,201,2,2,100,156,50,50,50,0,78,78,78,0,1273631.841,19900.49751,67,32.90896534,105,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9950.248756,9950.248756,50,78,61.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,76.5,50,78,64,0,0,0,0,0,0,2,100,2,156,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-17636-80-6,172.16.0.1,17636,192.168.10.50,80,6,7/7/2017 3:59,10198742,4,0,24,0,6,6,6,0,0,0,0,0,2.353231408,0.392205235,3399580.667,5886517.936,10200000,3,10200000,3399580.667,5886517.936,10200000,3,0,0,0,0,0,0,0,0,0,80,0,0.392205235,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1996,0,1996,1996,10200000,0,10200000,10200000,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-57028-80-6,172.16.0.1,57028,192.168.10.50,80,6,7/7/2017 4:09,92181962,8,4,56,11601,20,0,7,5.656854249,10135,0,2900.25,4871.82583,126.4564102,0.130177312,8380178.364,25200000,84100000,3,92100000,13200000,31400000,84100000,3,93628,31209.33333,47582.0645,85993,196,0,0,0,0,172,92,0.086784874,0.043392437,0,10135,897.1538462,2804.564846,7865583.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,803,0,803,803,46000000,53700000,84100000,8036900,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-64459-80-6,172.16.0.1,64459,192.168.10.50,80,6,7/7/2017 4:05,11720783,4,0,24,0,6,6,6,0,0,0,0,0,2.047644769,0.341274128,3906927.667,6765257.449,11700000,4,11700000,3906927.667,6765257.449,11700000,4,0,0,0,0,0,0,0,0,0,80,0,0.341274128,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2009,0,2009,2009,11700000,0,11700000,11700000,DDoS,0.7297,Medium,NO
192.168.10.3-192.168.10.16-53-57118-17,192.168.10.16,57118,192.168.10.3,53,17,7/7/2017 4:13,156465,2,2,74,262,37,37,37,0,131,131,131,0,2147.445116,25.5648228,52155,90328.18167,156457,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,12.7824114,12.7824114,37,131,74.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,93.25,37,131,64,0,0,0,0,0,0,2,74,2,262,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-57790-80-6,172.16.0.1,57790,192.168.10.50,80,6,7/7/2017 4:11,8383139,4,0,24,0,6,6,6,0,0,0,0,0,2.862889426,0.477148238,2794379.667,4839320.801,8382346,320,8383139,2794379.667,4839320.801,8382346,320,0,0,0,0,0,0,0,0,0,80,0,0.477148238,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,793,0,793,793,8382346,0,8382346,8382346,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-26340-80-6,172.16.0.1,26340,192.168.10.50,80,6,7/7/2017 4:04,589097,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,19736.98729,15.27761981,73637.125,203866.6596,578100,16,10685,5342.5,7429.57095,10596,89,589039,117807.8,257352.0977,578100,16,0,0,0,0,72,132,5.092539938,10.18507988,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9907,Critical,YES
192.168.10.8-52.1.161.171-9747-443-6,52.1.161.171,443,192.168.10.8,9747,6,7/7/2017 4:09,18,1,1,6,6,6,6,6,0,6,6,6,0,666666.6667,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,33572,64209,0,20,0,0,0,0,0,0,0,0,BENIGN,0.3023,Low,NO
172.16.0.1-192.168.10.50-55701-80-6,172.16.0.1,55701,192.168.10.50,80,6,7/7/2017 4:08,90867582,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,128.2855749,0.143065323,7572298.5,22700000,78900000,3,90200000,12900000,29400000,78900000,3,711978,177994.5,352275.0169,706395,168,0,0,0,0,172,112,0.088040199,0.055025124,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1995,0,1995,1995,45100000,47800000,78900000,11300000,DDoS,0.7297,Medium,NO
192.168.10.14-23.21.222.6-58301-443-6,192.168.10.14,58301,23.21.222.6,443,6,7/7/2017 4:13,62683824,18,17,4873,8070,1578,0,270.7222222,566.1126271,1754,0,474.7058824,746.9489411,206.4807023,0.558357767,1843641.882,3841835.443,10000000,37,62700000,3687283.765,4857655.371,10100000,234,62600000,3914549.313,4930688.126,10100000,192,0,0,0,0,372,424,0.287155423,0.271202344,0,1754,359.5277778,651.8518888,424910.8849,0,0,0,1,0,0,0,0,0,369.8,270.7222222,474.7058824,372,0,0,0,0,0,0,18,4873,17,8070,8192,154,17,20,377978.8333,778814.9094,1967535,50490,10000000,481.2968592,10000000,9999468,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-52942-80-6,172.16.0.1,52942,192.168.10.50,80,6,7/7/2017 4:08,8060670,4,0,24,0,6,6,6,0,0,0,0,0,2.977419991,0.496236665,2686890,4653007.273,8059720,313,8060670,2686890,4653007.273,8059720,313,0,0,0,0,0,0,0,0,0,80,0,0.496236665,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,950,0,950,950,8059720,0,8059720,8059720,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-62199-80-6,172.16.0.1,62199,192.168.10.50,80,6,7/7/2017 4:03,683365,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,17014.33348,11.70677456,97623.57143,253406.4243,672232,48,10814,5407,7015.913483,10368,446,683259,170814.75,334315.938,672232,48,0,0,0,0,72,112,4.390040462,7.316734103,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9907,Critical,YES
172.16.0.1-192.168.10.50-23257-80-6,172.16.0.1,23257,192.168.10.50,80,6,7/7/2017 4:02,10078753,5,0,30,0,6,6,6,0,0,0,0,0,2.976558707,0.496093118,2519688.25,5037774.55,10100000,261,10100000,2519688.25,5037774.55,10100000,261,0,0,0,0,0,0,0,0,0,100,0,0.496093118,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2403,0,2403,2403,10100000,0,10100000,10100000,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-41811-80-6,172.16.0.1,41811,192.168.10.50,80,6,7/7/2017 4:15,1011054,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,11505.81472,8.901601695,126381.75,357073.7578,1010094,3,807,403.5,548.0077554,791,16,1011006,202201.2,451625.9457,1010094,3,0,0,0,0,72,132,2.967200565,5.93440113,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.217.10.130-192.168.10.15-443-59220-6,192.168.10.15,59220,172.217.10.130,443,6,7/7/2017 4:11,109529035,48,74,5095,69582,1517,0,106.1458333,272.106205,2860,0,940.2972973,680.1298371,681.8009489,1.1138599,905198.6364,6860023.677,58900000,1,110000000,2330405,10900000,58900000,58,109000000,1499115.027,8811492.773,58900000,1,0,0,0,0,972,1492,0.438239961,0.675619939,0,2860,607.1300813,688.774047,474409.6879,0,0,0,1,0,0,0,0,1,612.1065574,106.1458333,940.2972973,972,0,0,0,0,0,0,48,5095,74,69582,8192,502,47,20,1417500.5,1332235.138,2359533,475468,53300000,7892662.959,58900000,47700000,DDoS,0.7297,Medium,NO
192.168.10.3-192.168.10.5-53-50953-17,192.168.10.5,50953,192.168.10.3,53,17,7/7/2017 3:49,23603,2,2,92,262,46,46,46,0,131,131,131,0,14998.09346,169.4699826,7867.666667,13582.1829,23551,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,40,84.73499131,84.73499131,46,131,80,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,100,46,131,64,0,0,0,0,0,0,2,92,2,262,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-55692-80-6,172.16.0.1,55692,192.168.10.50,80,6,7/7/2017 3:59,619323,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,18773.7255,11.30266436,103220.5,242373.5291,597704,36,21026,10513,13476.04104,20042,984,619287,206429,339014.3093,597704,370,0,0,0,0,72,92,4.843999012,6.458665349,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9853,Critical,YES
192.168.10.3-192.168.10.5-53-61679-17,192.168.10.5,61679,192.168.10.3,53,17,7/7/2017 4:32,800,2,2,108,224,54,54,54,0,112,112,112,0,415000,5000,266.6666667,418.3184592,749,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,64,2500,2500,54,112,77.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,96.5,54,112,40,0,0,0,0,0,0,2,108,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
192.168.10.19-192.168.10.50-137-137-17,192.168.10.50,137,192.168.10.19,137,17,7/7/2017 4:27,11,2,0,124,0,62,62,62,0,0,0,0,0,11300000,181818.1818,11,0,11,11,11,11,0,11,11,0,0,0,0,0,0,0,0,0,40,0,181818.1818,0,62,62,62,0,0,0,0,0,0,0,0,0,0,0,93,62,0,40,0,0,0,0,0,0,2,124,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0039,Low,NO
172.16.0.1-192.168.10.50-58659-80-6,172.16.0.1,58659,192.168.10.50,80,6,7/7/2017 4:00,77002315,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,151.385059,0.181812716,5923255,19700000,71200000,1,77000000,11000000,26600000,71200000,1,69429,13885.8,19437.81956,41094,46,0,0,0,0,172,132,0.10389298,0.077919735,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,5,0,5,5,38500000,46200000,71200000,5779856,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-31556-80-6,192.168.10.50,80,172.16.0.1,31556,6,7/7/2017 4:09,3333260,1,5,6,30,6,6,6,0,6,6,6,0,10.80023761,1.800039601,666652,1485466.702,3323929,1,0,0,0,0,0,3331929,832982.25,1660635.446,3323929,1,0,0,0,0,20,100,0.3000066,1.500033001,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-52119-80-6,172.16.0.1,52119,192.168.10.50,80,6,7/7/2017 3:56,73373215,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,159.0362369,0.204434275,5240943.929,17400000,65200000,3,72800000,9103697.75,22800000,65200000,48,544349,108869.8,242956.3719,543483,3,0,0,0,0,192,132,0.122660565,0.08177371,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,1328,0,1328,1328,36400000,40800000,65200000,7591919,DDoS,0.7297,Medium,NO
192.168.10.3-192.168.10.14-53-49228-17,192.168.10.14,49228,192.168.10.3,53,17,7/7/2017 4:13,23761,2,2,82,204,41,41,41,0,102,102,102,0,12036.53045,168.3430832,7920.333333,13673.40577,23709,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,40,84.1715416,84.1715416,41,102,65.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,81.75,41,102,64,0,0,0,0,0,0,2,82,2,204,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-57901-80-6,172.16.0.1,57901,192.168.10.50,80,6,7/7/2017 4:11,4341911,4,0,24,0,6,6,6,0,0,0,0,0,5.527520025,0.921253338,1447303.667,2506800.021,4341907,1,4341911,1447303.667,2506800.021,4341907,1,0,0,0,0,0,0,0,0,0,80,0,0.921253338,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,0.7297,Medium,NO
192.168.10.3-192.168.10.19-53-30926-17,192.168.10.19,30926,192.168.10.3,53,17,7/7/2017 4:42,8453,2,2,60,264,30,30,30,0,132,132,132,0,38329.58713,473.2047794,2817.666667,4873.413622,8445,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,236.6023897,236.6023897,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-64013-80-6,172.16.0.1,64013,192.168.10.50,80,6,7/7/2017 4:04,1667493,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,6972.742914,4.797621339,238213.2857,626474.3429,1658913,56,7985,3992.5,4234.862513,6987,998,1667292,416823,828067.6951,1658913,160,0,0,0,0,72,112,1.799108002,2.998513337,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9907,Critical,YES
172.16.0.1-192.168.10.50-57790-80-6,172.16.0.1,57790,192.168.10.50,80,6,7/7/2017 4:11,8383139,4,0,24,0,6,6,6,0,0,0,0,0,2.862889426,0.477148238,2794379.667,4839320.801,8382346,320,8383139,2794379.667,4839320.801,8382346,320,0,0,0,0,0,0,0,0,0,80,0,0.477148238,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,793,0,793,793,8382346,0,8382346,8382346,DDoS,0.7297,Medium,NO
192.168.10.17-52.22.48.20-58339-443-6,192.168.10.17,58339,52.22.48.20,443,6,7/7/2017 4:13,5742740,7,4,294,145,212,0,42,77.62946176,145,0,36.25,72.5,76.44434538,1.915461957,574274,1747232.201,5546198,3,5742740,957123.3333,2291171.36,5633694,4,145093,48364.33333,46856.97432,93556,3,0,0,0,0,232,136,1.218930336,0.696531621,0,212,36.58333333,69.72081772,4860.992424,0,0,0,1,0,0,0,0,0,39.90909091,42,36.25,232,0,0,0,0,0,0,7,294,4,145,29200,110,3,32,196538,0,196538,196538,5546198,0,5546198,5546198,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-18203-80-6,172.16.0.1,18203,192.168.10.50,80,6,7/7/2017 3:59,1293120,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,8996.071517,6.186587478,184731.4286,488256.5044,1291993,2,855,427.5,378.3021279,695,160,1293063,323265.75,645818.2782,1291993,2,0,0,0,0,72,112,2.319970304,3.866617174,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-57104-80-6,172.16.0.1,57104,192.168.10.50,80,6,7/7/2017 4:09,1294619,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,8985.655239,6.179424217,184945.5714,488973.438,1293833,3,593,296.5,415.0716806,590,3,1294601,323650.25,646788.5475,1293833,4,0,0,0,0,72,112,2.317284081,3.862140135,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-35659-80-6,172.16.0.1,35659,192.168.10.50,80,6,7/7/2017 4:11,1281447,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,9078.018833,7.023310367,160180.875,452571.086,1280237,8,894,447,456.7909806,770,124,1281428,256285.6,572406.3555,1280237,8,0,0,0,0,72,132,2.341103456,4.682206911,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
184.30.4.121-192.168.10.15-443-59902-6,192.168.10.15,59902,184.30.4.121,443,6,7/7/2017 4:29,114988638,24,24,2658,7382,814,0,110.75,220.765516,1460,0,307.5833333,507.8529329,87.31297435,0.417432547,2446566.766,4237220.41,10100000,29,115000000,4996828.478,4969369.382,10100000,463,115000000,4996822.652,5010612.447,10100000,48,0,0,0,0,492,624,0.208716273,0.208716273,0,1460,204.8979592,396.8830246,157516.1352,0,0,0,1,0,0,0,0,1,209.1666667,110.75,307.5833333,492,0,0,0,0,0,0,24,2658,24,7382,8192,1150,23,20,448976.3636,862230.761,2702858,61384,9998937.727,70218.88126,10100000,9857252,DDoS,0.7297,Medium,NO
192.168.10.5-91.207.59.161-55976-443-6,192.168.10.5,55976,91.207.59.161,443,6,7/7/2017 3:45,669,2,0,12,0,6,6,6,0,0,0,0,0,17937.21973,2989.536622,669,0,669,669,669,669,0,669,669,0,0,0,0,0,0,0,0,0,40,0,2989.536622,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0032,Low,NO
172.16.0.1-192.168.10.50-60474-80-6,172.16.0.1,60474,192.168.10.50,80,6,7/7/2017 4:11,97899638,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,119.1934949,0.153218135,6992831.286,26000000,97400000,3,97500000,12200000,34400000,97400000,167,420736,84147.2,187706.8444,419927,3,0,0,0,0,192,132,0.091930881,0.061287254,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,41684,0,41684,41684,97400000,0,97400000,97400000,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-23228-80-6,172.16.0.1,23228,192.168.10.50,80,6,7/7/2017 4:02,77081,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,150919.163,90.81355976,12846.83333,31084.80342,76297,14,685,342.5,340.1183618,583,102,77065,25688.33333,43829.95273,76297,14,0,0,0,0,72,92,38.92009704,51.89346272,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-53082-80-6,172.16.0.1,53082,192.168.10.50,80,6,7/7/2017 4:07,86954909,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,134.0579863,0.161002986,6688839.154,23400000,84400000,15,86200000,12300000,31800000,84400000,233,729623,145924.6,320852.8493,719837,15,0,0,0,0,172,132,0.092001706,0.06900128,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1779537,0,1779537,1779537,84400000,0,84400000,84400000,DDoS,0.7297,Medium,NO
